doc_id,content,data_type,meta_route_id,meta_wp_orden,meta_punto_de_paso,meta_tiempo,meta_altura,meta_latitud,meta_longitud,meta_table_idx,meta_pais,meta_region,meta_provincia,meta_comarca,meta_zona,meta_pueblo,meta_nombre_ruta,meta_categoria,meta_dificultad,meta_descripcion_dificultad,meta_distancia_total_km,meta_altitud_minima_m,meta_altitud_maxima_m,meta_desnivel_acumulado_pos,meta_desnivel_acumulado_neg,meta_tiempo_total_min,meta_Punto_salida_llegada,meta_poblacion_cercana,meta_link_archivo,meta_fecha
205_wp-1,"Waypoint 'Camping El Solsonès', tiempo 0:00h, altura 700m, coordenadas 42.0128337º, 1.5157351º.",waypoint,205,1,Camping El Solsonès,0:00h,700m,42.0128337º,1.5157351º,2,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Solsona,El puente de la Frau y el Castellvell de Solsona,Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,15.0,653.0,839.0,215.0,,240.0,Camping El Solsonès,Solsona,https://www.rutaspirineos.org/rutas/pont-de-afrau-castellvell-solsona,11/11/2025
205_wp-2,"Waypoint 'Rasa de Cirera', tiempo 0:15h, altura 686m, coordenadas 42.0162360º, 1.5076950º.",waypoint,205,2,Rasa de Cirera,0:15h,686m,42.0162360º,1.5076950º,2,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Solsona,El puente de la Frau y el Castellvell de Solsona,Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,15.0,653.0,839.0,215.0,,240.0,Camping El Solsonès,Solsona,https://www.rutaspirineos.org/rutas/pont-de-afrau-castellvell-solsona,11/11/2025
205_wp-3,"Waypoint 'Puente de l’Afrau', tiempo 0:40h, altura 706m, coordenadas 42.0221760º, 1.5002859º.",waypoint,205,3,Puente de l’Afrau,0:40h,706m,42.0221760º,1.5002859º,2,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Solsona,El puente de la Frau y el Castellvell de Solsona,Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,15.0,653.0,839.0,215.0,,240.0,Camping El Solsonès,Solsona,https://www.rutaspirineos.org/rutas/pont-de-afrau-castellvell-solsona,11/11/2025
205_wp-4,"Waypoint 'Granjas Billot', tiempo 1:20h, altura 750m, coordenadas 42.0150110º, 1.5036973º.",waypoint,205,4,Granjas Billot,1:20h,750m,42.0150110º,1.5036973º,2,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Solsona,El puente de la Frau y el Castellvell de Solsona,Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,15.0,653.0,839.0,215.0,,240.0,Camping El Solsonès,Solsona,https://www.rutaspirineos.org/rutas/pont-de-afrau-castellvell-solsona,11/11/2025
205_wp-5,"Waypoint 'Desvío al Vinyet', tiempo 1:50h, altura 709m, coordenadas 42.0037970º, 1.5105430º.",waypoint,205,5,Desvío al Vinyet,1:50h,709m,42.0037970º,1.5105430º,2,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Solsona,El puente de la Frau y el Castellvell de Solsona,Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,15.0,653.0,839.0,215.0,,240.0,Camping El Solsonès,Solsona,https://www.rutaspirineos.org/rutas/pont-de-afrau-castellvell-solsona,11/11/2025
205_wp-6,"Waypoint 'Túnel C-26', tiempo 2:10h, altura 709m, coordenadas 42.0011926º, 1.5017993º.",waypoint,205,6,Túnel C-26,2:10h,709m,42.0011926º,1.5017993º,2,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Solsona,El puente de la Frau y el Castellvell de Solsona,Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,15.0,653.0,839.0,215.0,,240.0,Camping El Solsonès,Solsona,https://www.rutaspirineos.org/rutas/pont-de-afrau-castellvell-solsona,11/11/2025
205_wp-7,"Waypoint 'Castellvell', tiempo 2:40h, altura 839m, coordenadas 41.9945212º, 1.5025977º.",waypoint,205,7,Castellvell,2:40h,839m,41.9945212º,1.5025977º,2,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Solsona,El puente de la Frau y el Castellvell de Solsona,Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,15.0,653.0,839.0,215.0,,240.0,Camping El Solsonès,Solsona,https://www.rutaspirineos.org/rutas/pont-de-afrau-castellvell-solsona,11/11/2025
205_wp-8,"Waypoint 'Sant Pere Màrtir', tiempo 3:00h, altura 688m, coordenadas 42.001730º, 1.5020559º.",waypoint,205,8,Sant Pere Màrtir,3:00h,688m,42.001730º,1.5020559º,2,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Solsona,El puente de la Frau y el Castellvell de Solsona,Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,15.0,653.0,839.0,215.0,,240.0,Camping El Solsonès,Solsona,https://www.rutaspirineos.org/rutas/pont-de-afrau-castellvell-solsona,11/11/2025
205_wp-9,"Waypoint 'Fuente del Corb', tiempo 3:40h, altura 651m, coordenadas 42.0019379º, 1.5161499º.",waypoint,205,9,Fuente del Corb,3:40h,651m,42.0019379º,1.5161499º,2,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Solsona,El puente de la Frau y el Castellvell de Solsona,Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,15.0,653.0,839.0,215.0,,240.0,Camping El Solsonès,Solsona,https://www.rutaspirineos.org/rutas/pont-de-afrau-castellvell-solsona,11/11/2025
205_wp-10,"Waypoint '1     Camping El Solsonès', tiempo 4:00h, altura 700m, coordenadas 42.0128337º, 1.5157351º.",waypoint,205,10,1     Camping El Solsonès,4:00h,700m,42.0128337º,1.5157351º,2,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Solsona,El puente de la Frau y el Castellvell de Solsona,Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,15.0,653.0,839.0,215.0,,240.0,Camping El Solsonès,Solsona,https://www.rutaspirineos.org/rutas/pont-de-afrau-castellvell-solsona,11/11/2025
206_wp-1,"Waypoint 'Aparcamiento puente Espigantosa', tiempo 0:00h, altura N 42.6136882º, coordenadas E 0.4783100º, 1.550m.",waypoint,206,1,Aparcamiento puente Espigantosa,0:00h,N 42.6136882º,E 0.4783100º,1.550m,4,España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Eriste,Posets (3.375m) por el refugio Ángel Orús,Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.0,1.55,3375.0,600.0,-1875.0,105.0,Párking puente de Espigantosa,Eriste,https://www.rutaspirineos.org/rutas/posets-por-refugio-angel-orus,11/11/2025
206_wp-2,"Waypoint 'Puente de Present', tiempo 0:35h, altura N 42.6233415º, coordenadas E 0.4690097º, 1.780m.",waypoint,206,2,Puente de Present,0:35h,N 42.6233415º,E 0.4690097º,1.780m,4,España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Eriste,Posets (3.375m) por el refugio Ángel Orús,Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.0,1.55,3375.0,600.0,-1875.0,105.0,Párking puente de Espigantosa,Eriste,https://www.rutaspirineos.org/rutas/posets-por-refugio-angel-orus,11/11/2025
206_wp-3,"Waypoint 'Refugio Ángel Orús', tiempo 1:45h, altura N 42.6271604º, coordenadas E 0.4573851º, 2.150m.",waypoint,206,3,Refugio Ángel Orús,1:45h,N 42.6271604º,E 0.4573851º,2.150m,4,España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Eriste,Posets (3.375m) por el refugio Ángel Orús,Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.0,1.55,3375.0,600.0,-1875.0,105.0,Párking puente de Espigantosa,Eriste,https://www.rutaspirineos.org/rutas/posets-por-refugio-angel-orus,11/11/2025
206_wp-4,"Waypoint 'Refugio Ángel Orús', tiempo 0:00h, altura N 42.6271604º, coordenadas E 0.4573851º, 2.150m.",waypoint,206,4,Refugio Ángel Orús,0:00h,N 42.6271604º,E 0.4573851º,2.150m,4,España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Eriste,Posets (3.375m) por el refugio Ángel Orús,Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.0,1.55,3375.0,600.0,-1875.0,105.0,Párking puente de Espigantosa,Eriste,https://www.rutaspirineos.org/rutas/posets-por-refugio-angel-orus,11/11/2025
206_wp-5,"Waypoint 'Cartel de señalización', tiempo 0:45h, altura N 42.6333587º, coordenadas E 0.4511392, 2.350m.",waypoint,206,5,Cartel de señalización,0:45h,N 42.6333587º,E 0.4511392,2.350m,4,España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Eriste,Posets (3.375m) por el refugio Ángel Orús,Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.0,1.55,3375.0,600.0,-1875.0,105.0,Párking puente de Espigantosa,Eriste,https://www.rutaspirineos.org/rutas/posets-por-refugio-angel-orus,11/11/2025
206_wp-6,"Waypoint 'Base de la canal Fonda', tiempo 1:35h, altura N 42.6388672º, coordenadas E 0.4400796º, 2.630m.",waypoint,206,6,Base de la canal Fonda,1:35h,N 42.6388672º,E 0.4400796º,2.630m,4,España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Eriste,Posets (3.375m) por el refugio Ángel Orús,Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.0,1.55,3375.0,600.0,-1875.0,105.0,Párking puente de Espigantosa,Eriste,https://www.rutaspirineos.org/rutas/posets-por-refugio-angel-orus,11/11/2025
206_wp-7,"Waypoint '6 7
       Collado del Diente de Llardana', tiempo 2:30h, altura N 42.6477587º, coordenadas E 0.4356974º, 3.010m.",waypoint,206,7,"6 7
       Collado del Diente de Llardana",2:30h,N 42.6477587º,E 0.4356974º,3.010m,4,España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Eriste,Posets (3.375m) por el refugio Ángel Orús,Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.0,1.55,3375.0,600.0,-1875.0,105.0,Párking puente de Espigantosa,Eriste,https://www.rutaspirineos.org/rutas/posets-por-refugio-angel-orus,11/11/2025
206_wp-8,"Waypoint 'Pico Posets', tiempo 3:45h, altura N 42.6546335º, coordenadas E 0.4352689º, 3.375m.",waypoint,206,8,Pico Posets,3:45h,N 42.6546335º,E 0.4352689º,3.375m,4,España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Eriste,Posets (3.375m) por el refugio Ángel Orús,Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.0,1.55,3375.0,600.0,-1875.0,105.0,Párking puente de Espigantosa,Eriste,https://www.rutaspirineos.org/rutas/posets-por-refugio-angel-orus,11/11/2025
206_wp-9,"Waypoint 'Aparcamiento puente Espigantosa', tiempo 8:00h, altura N 42.6136882º, coordenadas E 0.4783100º, 1.550m.",waypoint,206,9,Aparcamiento puente Espigantosa,8:00h,N 42.6136882º,E 0.4783100º,1.550m,4,España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Eriste,Posets (3.375m) por el refugio Ángel Orús,Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16.0,1.55,3375.0,600.0,-1875.0,105.0,Párking puente de Espigantosa,Eriste,https://www.rutaspirineos.org/rutas/posets-por-refugio-angel-orus,11/11/2025
207_wp-1,"Waypoint 'Estana', tiempo 0:00h, altura N 42.3221392º, coordenadas E 1.6629387º, 1.510m.",waypoint,207,1,Estana,0:00h,N 42.3221392º,E 1.6629387º,1.510m,4,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Prat de Cadí desde Estana,Paisajes pintorescos;Familias y niños;Raquetas de nieve,Baja,"Paseos cortos, con poco desnivel y sin dificultades.",7.6,1492.0,1826.0,360.0,,135.0,Pàrking pueblo de Estana,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-desde-estana,11/11/2025
207_wp-2,"Waypoint 'Collado de Pallers', tiempo 0:10h, altura N 42.3157310º, coordenadas E 1.6589353º, 1.502m.",waypoint,207,2,Collado de Pallers,0:10h,N 42.3157310º,E 1.6589353º,1.502m,4,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Prat de Cadí desde Estana,Paisajes pintorescos;Familias y niños;Raquetas de nieve,Baja,"Paseos cortos, con poco desnivel y sin dificultades.",7.6,1492.0,1826.0,360.0,,135.0,Pàrking pueblo de Estana,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-desde-estana,11/11/2025
207_wp-3,"Waypoint 'Graus de Riclá', tiempo 0:35h, altura N 42.3080398º, coordenadas E 1.6568184º, 1.630m.",waypoint,207,3,Graus de Riclá,0:35h,N 42.3080398º,E 1.6568184º,1.630m,4,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Prat de Cadí desde Estana,Paisajes pintorescos;Familias y niños;Raquetas de nieve,Baja,"Paseos cortos, con poco desnivel y sin dificultades.",7.6,1492.0,1826.0,360.0,,135.0,Pàrking pueblo de Estana,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-desde-estana,11/11/2025
207_wp-4,"Waypoint 'Collado de Reineres', tiempo 0:50h, altura N 42.3036587º, coordenadas E 1.6556865º, 1.707m.",waypoint,207,4,Collado de Reineres,0:50h,N 42.3036587º,E 1.6556865º,1.707m,4,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Prat de Cadí desde Estana,Paisajes pintorescos;Familias y niños;Raquetas de nieve,Baja,"Paseos cortos, con poco desnivel y sin dificultades.",7.6,1492.0,1826.0,360.0,,135.0,Pàrking pueblo de Estana,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-desde-estana,11/11/2025
207_wp-5,"Waypoint 'Collet Roig', tiempo 1:00h, altura N 42.3011167º, coordenadas E 1.6570506º, 1.787m.",waypoint,207,5,Collet Roig,1:00h,N 42.3011167º,E 1.6570506º,1.787m,4,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Prat de Cadí desde Estana,Paisajes pintorescos;Familias y niños;Raquetas de nieve,Baja,"Paseos cortos, con poco desnivel y sin dificultades.",7.6,1492.0,1826.0,360.0,,135.0,Pàrking pueblo de Estana,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-desde-estana,11/11/2025
207_wp-6,"Waypoint 'Prat de Cadí', tiempo 1:15h, altura N 42.2961686º, coordenadas E 1.6637478º, 1.826m.",waypoint,207,6,Prat de Cadí,1:15h,N 42.2961686º,E 1.6637478º,1.826m,4,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Prat de Cadí desde Estana,Paisajes pintorescos;Familias y niños;Raquetas de nieve,Baja,"Paseos cortos, con poco desnivel y sin dificultades.",7.6,1492.0,1826.0,360.0,,135.0,Pàrking pueblo de Estana,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-desde-estana,11/11/2025
207_wp-7,"Waypoint 'Estana', tiempo 2:15h, altura N 42.3221392º, coordenadas E 1.6629387º, 1.510m.",waypoint,207,7,Estana,2:15h,N 42.3221392º,E 1.6629387º,1.510m,4,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Prat de Cadí desde Estana,Paisajes pintorescos;Familias y niños;Raquetas de nieve,Baja,"Paseos cortos, con poco desnivel y sin dificultades.",7.6,1492.0,1826.0,360.0,,135.0,Pàrking pueblo de Estana,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-desde-estana,11/11/2025
208_wp-1,"Waypoint 'Estana - Iglesia de Sant Climent', tiempo 0:00h, altura 1.503m, coordenadas 42.321026º, 1.662458º.",waypoint,208,1,Estana - Iglesia de Sant Climent,0:00h,1.503m,42.321026º,1.662458º,1,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Circular a Prat de Cadí por el collado de Pallers,Paisajes pintorescos;Familias y niños;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,8.3,1474.0,1831.0,472.0,,175.0,Iglesia de Sant Climent,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-pel-coll-de-pallers-estana,11/11/2025
208_wp-2,"Waypoint 'Collado de de Pallers', tiempo 0:15h, altura 1.497m, coordenadas 42.315753º, 1.658907º.",waypoint,208,2,Collado de de Pallers,0:15h,1.497m,42.315753º,1.658907º,1,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Circular a Prat de Cadí por el collado de Pallers,Paisajes pintorescos;Familias y niños;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,8.3,1474.0,1831.0,472.0,,175.0,Iglesia de Sant Climent,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-pel-coll-de-pallers-estana,11/11/2025
208_wp-3,"Waypoint 'Collado de de Reineres', tiempo 0:45h, altura 1.706m, coordenadas 42.303565º, 1.655518º.",waypoint,208,3,Collado de de Reineres,0:45h,1.706m,42.303565º,1.655518º,1,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Circular a Prat de Cadí por el collado de Pallers,Paisajes pintorescos;Familias y niños;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,8.3,1474.0,1831.0,472.0,,175.0,Iglesia de Sant Climent,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-pel-coll-de-pallers-estana,11/11/2025
208_wp-4,"Waypoint 'Collado Roig', tiempo 0:55h, altura 1.787m, coordenadas 42.301049º, 1.657081º.",waypoint,208,4,Collado Roig,0:55h,1.787m,42.301049º,1.657081º,1,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Circular a Prat de Cadí por el collado de Pallers,Paisajes pintorescos;Familias y niños;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,8.3,1474.0,1831.0,472.0,,175.0,Iglesia de Sant Climent,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-pel-coll-de-pallers-estana,11/11/2025
208_wp-5,"Waypoint 'Prat de Cadí', tiempo 1:20h, altura 1.831m, coordenadas 42.296138º, 1.663309º.",waypoint,208,5,Prat de Cadí,1:20h,1.831m,42.296138º,1.663309º,1,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Circular a Prat de Cadí por el collado de Pallers,Paisajes pintorescos;Familias y niños;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,8.3,1474.0,1831.0,472.0,,175.0,Iglesia de Sant Climent,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-pel-coll-de-pallers-estana,11/11/2025
208_wp-6,"Waypoint 'Sendero a la izquierda', tiempo 1:50h, altura 1.494m, coordenadas 42.303092º, 1.671258º.",waypoint,208,6,Sendero a la izquierda,1:50h,1.494m,42.303092º,1.671258º,1,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Circular a Prat de Cadí por el collado de Pallers,Paisajes pintorescos;Familias y niños;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,8.3,1474.0,1831.0,472.0,,175.0,Iglesia de Sant Climent,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-pel-coll-de-pallers-estana,11/11/2025
208_wp-7,"Waypoint 'Estana - Iglesia de Sant Climent', tiempo 2:55h, altura 1.503m, coordenadas 42.321026º, 1.662458º.",waypoint,208,7,Estana - Iglesia de Sant Climent,2:55h,1.503m,42.321026º,1.662458º,1,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Circular a Prat de Cadí por el collado de Pallers,Paisajes pintorescos;Familias y niños;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,8.3,1474.0,1831.0,472.0,,175.0,Iglesia de Sant Climent,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-pel-coll-de-pallers-estana,11/11/2025
209_wp-1,"Waypoint 'Hotel Muntanya (Cerdanya EcoResort) - Prullans', tiempo 0:00h, altura 1.102m, coordenadas 42.378715º, 1.738339º.",waypoint,209,1,Hotel Muntanya (Cerdanya EcoResort) - Prullans,0:00h,1.102m,42.378715º,1.738339º,3,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Prullans,La cueva de Anes desde Prullans,Paisajes pintorescos;Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,11.7,1102.0,1.65,585.0,,270.0,Hotel Muntanya de Prullans,Prullans,https://www.rutaspirineos.org/rutas/prullans-cova-anes-la-cerdanya,11/11/2025
209_wp-2,"Waypoint 'Cueva de Anes', tiempo 1:00h, altura 1.272m, coordenadas 42.381219º, 1.759442º.",waypoint,209,2,Cueva de Anes,1:00h,1.272m,42.381219º,1.759442º,3,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Prullans,La cueva de Anes desde Prullans,Paisajes pintorescos;Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,11.7,1102.0,1.65,585.0,,270.0,Hotel Muntanya de Prullans,Prullans,https://www.rutaspirineos.org/rutas/prullans-cova-anes-la-cerdanya,11/11/2025
209_wp-3,"Waypoint 'Casa de Anes', tiempo 1:20h, altura 1.345m, coordenadas 42.387992º, 1.757660º.",waypoint,209,3,Casa de Anes,1:20h,1.345m,42.387992º,1.757660º,3,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Prullans,La cueva de Anes desde Prullans,Paisajes pintorescos;Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,11.7,1102.0,1.65,585.0,,270.0,Hotel Muntanya de Prullans,Prullans,https://www.rutaspirineos.org/rutas/prullans-cova-anes-la-cerdanya,11/11/2025
209_wp-4,"Waypoint 'Casa de Orèn', tiempo 1:50h, altura 1.376m, coordenadas 42.391699º, 1.746409º.",waypoint,209,4,Casa de Orèn,1:50h,1.376m,42.391699º,1.746409º,3,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Prullans,La cueva de Anes desde Prullans,Paisajes pintorescos;Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,11.7,1102.0,1.65,585.0,,270.0,Hotel Muntanya de Prullans,Prullans,https://www.rutaspirineos.org/rutas/prullans-cova-anes-la-cerdanya,11/11/2025
209_wp-5,"Waypoint 'La Bastida', tiempo 2:35h, altura 1.650m, coordenadas 42.403653º, 1.729849º.",waypoint,209,5,La Bastida,2:35h,1.650m,42.403653º,1.729849º,3,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Prullans,La cueva de Anes desde Prullans,Paisajes pintorescos;Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,11.7,1102.0,1.65,585.0,,270.0,Hotel Muntanya de Prullans,Prullans,https://www.rutaspirineos.org/rutas/prullans-cova-anes-la-cerdanya,11/11/2025
