Pais,Region,Provincia,Comarca,Zona,Pueblo,Nombre de la ruta,Categoria,Dificultad,Descripcion dificultad,Distancia Total,Altitud minima,Altitud máxima,Desnivel acumulado,Tiempo total efectivo,Punto de salida / llegada,Población más cercana,Link archivo,Pdf_path,Fecha
España,Aragón,Huesca,Sobrarbe,Valle de Pineta,Bielsa,Sendero accesible del Cornato en valle de Pineta,Movilidad reducida,,,,,,,,,,https://www.rutaspirineos.org/rutas/senda-adaptada-de-cornato-pineta,True,11/11/2025
España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Sendero adaptado de la Pradera de Ordesa,Movilidad reducida,,,,,,,,,,https://www.rutaspirineos.org/rutas/sendero-adaptado-pradera-de-ordesa,True,11/11/2025
España,Aragón,Huesca,Sobrarbe,Valle de Escuaín,Tella-Sin,Sendero de los miradores de Revilla en las Gargantas de Escuaín,Familias y niños;Flora y fauna;Rutas circulares;Patrimonio histórico,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,5 km",1.195,1.362,200m,1:35h,Curva carretera antes de Revilla,Revilla,https://www.rutaspirineos.org/rutas/miradores-de-revilla-angones-gargantas-de-escuain,True,11/11/2025
España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Valle de Otal desde San Nicolás de Bujaruelo,Flora y fauna;Familias y niños,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"13,5 km",1.338,1.622,315m,3:15h,Bujaruelo,Torla,https://www.rutaspirineos.org/rutas/valle-de-otal,True,11/11/2025
España,Navarra,Navarra Montaña,Cuencas Prepirenaicas,Cuenca de Aoiz-Lumbier,Lumbier,La Foz de Lumbier (paseo corto),"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Flora y fauna",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,6 km",430,440,20m,1:00h,Aparcamiento Foz de Lumbier,Lumbier,https://www.rutaspirineos.org/rutas/la-foz-de-lumbier-paseo-corto,True,11/11/2025
España,Navarra,Navarra Montaña,Valles Pirenaicos (Navarra),Valle de Roncal y Belagua,Isaba,Camino de Zemeto en el valle de Roncal-Belagua,Familias y niños;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,2 km",1.305,1.426,175m,1:10h,Refugio de Belagua,Isaba,https://www.rutaspirineos.org/rutas/camino-de-zemeto-belagua,True,11/11/2025
España,Navarra,Navarra Montaña,Valles Pirenaicos (Navarra),Valle de Roncal y Belagua,Isaba,Pico Arlas (2.044m) desde el collado de la Piedra de San Martín,Paisajes pintorescos;Ascensiones media montaña,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"3,9 km",1.760,2.044,325m,1:30h,Collado Piedra de San Martín,Isaba,https://www.rutaspirineos.org/rutas/pico-arlas-larra,True,11/11/2025
España,Navarra,Navarra Montaña,Valles Pirenaicos (Navarra),"Irati, Aezkoa y Salazar",Ochagavía,Pico Ori (2.017m) desde el puerto de Larrau,Ascensiones media montaña,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"4,4 km",1.573,2.017,450m,2:15h,Puerto de Larrau,Ochagavía,https://www.rutaspirineos.org/rutas/pico-ori-desde-el-puerto-de-larrau,True,11/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Pays Toy,Gavarnie,,Circo de Gavarnie y la Gran Cascada,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,11 km,1.365,1.750,385m,3:20h,Oficina de Turismo de Gavarnie,Gavarnie,https://www.rutaspirineos.org/rutas/circo-de-gavarnie-la-grande-cascade,True,11/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Pays Toy,Gavarnie,,Del Gran Vignemale (3.298m) al Montferrat (3.219m) desde Ossoue,Ascensiones alta montaña;Cimas de 3.000m;Crestas y corredores;Paisajes pintorescos,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",19 km,1.834,3.298,+850m | +1.024m / -1.805m,2:30h | 7:45h,Barrage d'Ossoue,Gavarnie,https://www.rutaspirineos.org/rutas/vignemale-pique-longue-desde-el-valle-de-ossoue,True,11/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Cauterets,Cauterets,,Lago de Gaube desde Pont d'Espagne,"Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","5,2 km",1.490,1.731,255m,1:30h,Pont d'Espagne,Cauterets,https://www.rutaspirineos.org/rutas/lago-de-gaube,True,11/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Cauterets,Cauterets,,Lago de Gaube y circo de Oulettes de Gaube,"Paisajes pintorescos;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,2 km",1.490,2.149,750m,5:20h,Pont d'Espagne,Cauterets,https://www.rutaspirineos.org/rutas/lago-de-gaube-y-circo-de-oulettes,True,11/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Pays Toy,Gavarnie,,Pico de Tentes (2.322m) desde el collado de Tentes,Familias y niños;Ascensiones media montaña,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","1,4 km",2.208,2.322,114m,0:30h,Collado de Tentes,Gavarnie,https://www.rutaspirineos.org/rutas/pic-des-tentes-desde-el-col-des-tentes,True,11/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"11,1 km",1.857,2.215,515m,4:15h,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,True,11/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Pays Toy,Gavarnie,,Taillón (3.144m) por la Brecha de Rolando,Paisajes pintorescos;Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",15 km,2.208,3.144,+400m | +557m/-957m,1:40h | 4:40h,Collado de Tentes,Gavarnie,https://www.rutaspirineos.org/rutas/taillon-por-brecha-de-rolando-y-sarradets,True,11/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Valle de la Géla,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",7 km,1.400,1.710,+315m/-315m,2:00h,Carretera D173,Le Plan (Aragnouet),https://www.rutaspirineos.org/rutas/valle-de-la-gela,True,11/11/2025
Francia,Mediodía-Pirineos,Ariege,Los Valles de Ax,Ax-les-Thermes,,La Dent d'Orlu (2.222m) por el Sarrat de la Llau,Ascensiones media montaña,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,5 km,1.512,2.222,710m,3:30h,Final pista forestal de Ascou,Ascou,https://www.rutaspirineos.org/rutas/dent-d-orlu-por-el-sarrat-de-la-llau,True,11/11/2025
Francia,Mediodía-Pirineos,Ariege,Los Valles de Ax,Ax-les-Thermes,,Pico de Nérassol (2.633m) por el valle de Siscar,Rutas circulares;Ascensiones alta montaña;Raquetas de nieve,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16 km,1.448,2.633,1.250m,6:10h,L'Hospitalet-près-l'Andorre,L'Hospitalet-près-l'Andorre,https://www.rutaspirineos.org/rutas/pico-de-nerassol-por-el-valle-de-siscar,True,11/11/2025
Francia,Mediodía-Pirineos,Ariege,Los Valles de Ax,Ax-les-Thermes,,Pico de Rulhe (2.783m) desde el Pla de las Peyres,Rutas circulares;Ascensiones alta montaña,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16 km,1.700,2.783,+485m | +615m/-1.100m,1:30h | 6:50h,Pla de las Peyres,Aston,https://www.rutaspirineos.org/rutas/pic-de-rulhe-desde-el-pla-de-las-peyres,True,11/11/2025
Francia,Mediodía-Pirineos,Ariege,Donezan,Mijanes,,Pico de Tarbésou (2.364m) desde Mijanes,Rutas circulares;Ascensiones alta montaña;Raquetas de nieve,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",11 km,1.537,2.364,1.225m,4:30h,Estación de esquí de Mijanes,Mijanes,https://www.rutaspirineos.org/rutas/pic-de-tarbesou-desde-mijanes,True,11/11/2025
Francia,Aquitania,Pirineos Atlánticos,Valle de Aspe,Bedous-Accous,,Circular por la cabecera del valle de Aspe desde Sansanet,"Familias y niños;Rutas circulares;Lagos, ríos y cascadas;Raquetas de nieve",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3 km,1.315,1.400,150m,1:00h,Área de Sansanet,Urdos o Candanchú,https://www.rutaspirineos.org/rutas/circular-cabecera-del-valle-de-aspe,True,11/11/2025
Francia,Aquitania,Pirineos Atlánticos,Sola (Soule-Zuberoa),Tardets-Sorholus,,La pasarela de Holzarté y las gargantas de Olhadubi,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,2 km",408,580,225m,1:30h,Puente de la Mouline (Logibar),Larrau,https://www.rutaspirineos.org/rutas/pasarela-de-holzarte,True,11/11/2025
Francia,Aquitania,Pirineos Atlánticos,Sola (Soule-Zuberoa),Tardets-Sorholus,,Las gargantas de Kakueta - Gorges de Kakuetta,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,1 km",430,520,100m,2:00h,"Bar ""La Cascade""",Urdatx-Santa Grazi (St.-Engrâce),https://www.rutaspirineos.org/rutas/gorges-de-kakuetta,True,11/11/2025
Francia,Aquitania,Pirineos Atlánticos,Valle de Ossau,Laruns-Artouste,,Midi d'Ossau (2.884m) por la vía normal,Ascensiones alta montaña;Paisajes pintorescos,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,15 km,1.715,2.884,+537m/-97m | +831m/-1.271m,2:20h | 6:20h,Aparcamiento de Anéou,Artouste-Fabrèges,https://www.rutaspirineos.org/rutas/midi-d-ossau-por-refugio-pombie,True,11/11/2025
España,Navarra,Navarra Montaña,Valles Pirenaicos (Navarra),"Irati, Aezkoa y Salazar",Ochagavía,Pico Ori (2.017m) desde el puerto de Larrau,Ascensiones media montaña,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"4,4 km",1.573,2.017,450m,2:15h,Puerto de Larrau,Ochagavía,https://www.rutaspirineos.org/rutas/pico-ori-desde-el-puerto-de-larrau,True,11/11/2025
Francia,Languedoc-Rosellón,Pirineos Orientales,Alta Cerdaña,Mont-Louis,,Carlit (2.921m) desde el embalse de las Bulloses,Rutas circulares;Ascensiones alta montaña,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",15 km,2.016,2.921,950m,5:00h,Embalse de las Bulloses,Mont-Louis,https://www.rutaspirineos.org/rutas/pica-del-carlit-desde-les-bulloses,True,11/11/2025
Francia,Languedoc-Rosellón,Pirineos Orientales,Alta Cerdaña,Saint-Pierre-dels-Forcats,,El corredor Vermicelle en Cambre d'Aze,Crestas y corredores;Ascensiones alta montaña,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",12 km,1.637,2.740,1.200m,5:10h,Estación esquí Cambre d'Aze,Saint-Pierre-dels-Forcats,https://www.rutaspirineos.org/rutas/corredor-vermicelle-en-cambre-d-aze,True,11/11/2025
Francia,Languedoc-Rosellón,Pirineos Orientales,Vallespir,Arles de Tec,,Las gargantas de la Fou (Gorges de la Fou),"Familias y niños;Lagos, ríos y cascadas;Flora y fauna",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3 km,344,470,157m,1:45h,Aparcamiento Gorges de la Fou,Arles de Tec,https://www.rutaspirineos.org/rutas/gorges-de-la-fou-arles-sur-tech,True,11/11/2025
Francia,Languedoc-Rosellón,Pirineos Orientales,Alta Cerdaña,Angoustrine,,Mare de Déu de Bell-lloc desde Dorres,Familias y niños;Patrimonio histórico;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,9 km",1.440,1.680,250m,1:35h,Plaza principal de Dorres,Dorres,https://www.rutaspirineos.org/rutas/mare-de-deu-de-bell-lloc-desde-dorres,True,11/11/2025
Francia,Languedoc-Rosellón,Pirineos Orientales,Alta Cerdaña,Porté-Puymorens,,Pico de la Mina (2.683m) desde el collado de Puymorens,Ascensiones alta montaña;Raquetas de nieve,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","10,5 km",1.915,2.683,768m,3:45h,Collado de Puymorens,Porté-Puymorens,https://www.rutaspirineos.org/rutas/pico-de-la-mina-desde-el-collado-de-puymorens,True,11/11/2025
Francia,Languedoc-Rosellón,Pirineos Orientales,Alta Cerdaña,Porté-Puymorens,,Pico de Pedrons (2.715m) desde la frontera Andorra-Francia,Ascensiones alta montaña;Raquetas de nieve,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",8 km,1.896,2.715,825m,3:45h,Curva aduana Andorra-Francia,Porté-Puymorens,https://www.rutaspirineos.org/rutas/pico-de-pedrons-desde-la-frontera-andorra-francia,True,11/11/2025
Francia,Languedoc-Rosellón,Pirineos Orientales,Capcir,Puyvalador,,Roc de Madres (2.469m) desde Odelló,Ascensiones alta montaña;Raquetas de nieve,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16 km,1.510,2.469,1.150m,5:25h,Centro del pueblo Odelló de Ral,Odelló de Ral,https://www.rutaspirineos.org/rutas/roc-de-madres-desde-odello,True,11/11/2025
España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13 km,1.730,3.014,+800m | +514m / -1.314m,2:40h | 6:10h,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,True,11/11/2025
España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13 km,1.730,3.014,+800m | +514m / -1.314m,2:40h | 6:10h,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,True,11/11/2025
España,Cataluña,Lérida,Pallars Jussá,"Vall Fosca, Bellera y Manyanet",La Torre de Capdella,Carrilet del Estany Gento en la Vall Fosca,"Lagos, ríos y cascadas;Familias y niños;Patrimonio histórico",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"12,4 km",2.115,2.155,85m,3:00h,Teleférico Vall Fosca,La Torre de Capdella,https://www.rutaspirineos.org/rutas/carrilet-estany-gento-vall-fosca,True,11/11/2025
España,Cataluña,Lérida,Val d'Aran,Naut Aran,Salardú,Circo y lagos de Colomèrs desde el Plan des Banhs,"Paisajes pintorescos;Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,16 km,1.755,2.237,550m,6:00h,Plan des Banhs,Salardú,https://www.rutaspirineos.org/rutas/circ-estanys-de-colomers-ruta-dels-7-llacs-val-aran,True,11/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,Esterri d´Àneu,El valle y los lagos de Gerber,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","6,6 km",1.919,2.165,290m,2:50h,Aparcamiento del Clot Gran,Sorpe,https://www.rutaspirineos.org/rutas/valle-y-lagos-de-gerber-port-de-la-bonaigua,True,11/11/2025
España,Cataluña,Lérida,Pallars Jussá,"Vall Fosca, Bellera y Manyanet",La Torre de Capdella,Estany Gento por el camino de la canal de Pigolo,"Lagos, ríos y cascadas;Familias y niños;Patrimonio histórico",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,7 km,1.773,2.155,395m,2:00h,Embalse de Sallente,La Torre de Capdella,https://www.rutaspirineos.org/rutas/canal-de-pigolo-carrilet-estany-gento-sallente-vall-fosca,True,11/11/2025
España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Estany Llong y Portarró de Espot desde Aigüestortes,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,5 km",1.824,2.427,625m,5:30h,Caseta de Aigüestortes,Boí,https://www.rutaspirineos.org/rutas/aiguestortes-estany-llong-redo-portarro-espot,True,11/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,Espot,Itinerario adaptado al lago de Sant Maurici,Movilidad reducida,,,,,,,,,,https://www.rutaspirineos.org/rutas/itinerario-adaptado-al-estany-de-sant-maurici,True,11/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,Espot,Itinerario adaptado del puente de la Gorga,Movilidad reducida,,,,,,,,,,https://www.rutaspirineos.org/rutas/itinerario-adaptado-al-pont-de-la-gorga,True,12/11/2025
España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Lagos del Pessó desde el puente de la Ribera,"Lagos, ríos y cascadas;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"9,2 km",1.692,2.493,800m,6:00h,Pont de la Ribera,Taüll,https://www.rutaspirineos.org/rutas/estanys-del-pesso-vall-de-sant-marti-boi,True,12/11/2025
España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Montardo (2.833m) y Montardo Petit (2.781m) por Cavallers,Ascensiones alta montaña;Raquetas de nieve,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",19 km,1.730,2.883,+435m | +650m/-1.050m,2:15h | 5:35h,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/montardo-y-petit-montardo-por-cavallers,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,Espot,Pico de Amitges (2.848m) y Tuc de Saboredo (2.829m),"Ascensiones alta montaña;Paisajes pintorescos;Lagos, ríos y cascadas",Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",21 km,1.634,2.848,1.500m,11:00h,Aparcamiento de Prat Pierró,Espot,https://www.rutaspirineos.org/rutas/pico-de-amitges-y-tuc-de-saboredo-por-sant-maurici,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-pico-de-amitges-y-tuc-de-saboredo-por-sant-maurici_es.pdf,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,Espot,Pico de Peguera (2.983m) y pico de Monestero (2.877m),Rutas circulares;Ascensiones alta montaña,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",23 km,1.645,2.983,+723m/-50m | +822m/-1.495m,2:50h | 6:30h,Aparcamiento de Prat de Pierró,Espot,https://www.rutaspirineos.org/rutas/pico-de-peguera-y-pico-de-monestero,True,12/11/2025
España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Planell de Aigüestortes y Estany de la Llebreta,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Flora y fauna",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"14,6 km",1.380,1.830,500m,4:10h,Palanca de la Molina,Boí,https://www.rutaspirineos.org/rutas/ruta-de-la-lludriga-llebreta-planell-aiguestortes,True,12/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Pays Toy,Gavarnie,,Circo de Gavarnie y la Gran Cascada,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,11 km,1.365,1.750,385m,3:20h,Oficina de Turismo de Gavarnie,Gavarnie,https://www.rutaspirineos.org/rutas/circo-de-gavarnie-la-grande-cascade,True,12/11/2025
Francia,Aquitania,Pirineos Atlánticos,Valle de Aspe,Bedous-Accous,,Circular por la cabecera del valle de Aspe desde Sansanet,"Familias y niños;Rutas circulares;Lagos, ríos y cascadas;Raquetas de nieve",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",3 km,1.315,1.400,150m,1:00h,Área de Sansanet,Urdos o Candanchú,https://www.rutaspirineos.org/rutas/circular-cabecera-del-valle-de-aspe,True,12/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Pays Toy,Gavarnie,,Del Gran Vignemale (3.298m) al Montferrat (3.219m) desde Ossoue,Ascensiones alta montaña;Cimas de 3.000m;Crestas y corredores;Paisajes pintorescos,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",19 km,1.834,3.298,+850m | +1.024m / -1.805m,2:30h | 7:45h,Barrage d'Ossoue,Gavarnie,https://www.rutaspirineos.org/rutas/vignemale-pique-longue-desde-el-valle-de-ossoue,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-vignemale-pique-longue-desde-el-valle-de-ossoue_es.pdf,12/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Cauterets,Cauterets,,Lago de Gaube desde Pont d'Espagne,"Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","5,2 km",1.490,1.731,255m,1:30h,Pont d'Espagne,Cauterets,https://www.rutaspirineos.org/rutas/lago-de-gaube,True,12/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Cauterets,Cauterets,,Lago de Gaube y circo de Oulettes de Gaube,"Paisajes pintorescos;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,2 km",1.490,2.149,750m,5:20h,Pont d'Espagne,Cauterets,https://www.rutaspirineos.org/rutas/lago-de-gaube-y-circo-de-oulettes,True,12/11/2025
Francia,Aquitania,Pirineos Atlánticos,Valle de Ossau,Laruns-Artouste,,Midi d'Ossau (2.884m) por la vía normal,Ascensiones alta montaña;Paisajes pintorescos,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,15 km,1.715,2.884,+537m/-97m | +831m/-1.271m,2:20h | 6:20h,Aparcamiento de Anéou,Artouste-Fabrèges,https://www.rutaspirineos.org/rutas/midi-d-ossau-por-refugio-pombie,True,12/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Pays Toy,Gavarnie,,Pico de Tentes (2.322m) desde el collado de Tentes,Familias y niños;Ascensiones media montaña,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","1,4 km",2.208,2.322,114m,0:30h,Collado de Tentes,Gavarnie,https://www.rutaspirineos.org/rutas/pic-des-tentes-desde-el-col-des-tentes,True,12/11/2025
Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"11,1 km",1.857,2.215,515m,4:15h,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,True,12/11/2025
