route_id,pais,region,provincia,comarca,zona,pueblo,nombre_ruta,categoria,dificultad,descripcion_dificultad,distancia_total,altitud_minima,altitud_maxima,desnivel_acumulado,Tiempo_total,Punto_salida_llegada,poblacion_cercana,link_archivo,pdf_path,fecha,distancia_total_km,altitud_minima_m,altitud_maxima_m,desnivel_acumulado_pos,desnivel_acumulado_neg,tiempo_total_min,dificultad_org,pais_org,region_org,provincia_org,comarca_org,zona_org,pueblo_org,nombre_ruta_org,Punto_salida_llegada_org,poblacion_cercana_org,categoria_org
214,espana,cataluna,gerona,cerdana gerona,valle de la cerdana gerona,meranges,puigpedros 2915m por engorgs desde el refugio de malniu,lagos;rios y cascadas;rutas circulares;ascensiones alta montana,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","13,1 km",2.13,2.915,900m,6:00h,refugio de malniu,meranges,https://www.rutaspirineos.org/rutas/puigpedros-por-engorgs-desde-el-refugio-del-malniu,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-puigpedros-por-engorgs-desde-el-refugio-del-malniu_es.pdf,11/11/2025,13.1,2.13,2915.0,900.0,,360.0,Alta (F),España,Cataluña,Gerona,Cerdaña (Gerona),Valle de la Cerdaña (Gerona),Meranges,Puigpedrós (2.915m) por Engorgs desde el refugio de Malniu,Refugio de Malniu,Meranges,lagos;rios y cascadas;rutas circulares;ascensiones alta montana
215,espana,cataluna,gerona,garrotxa,la comarca de olot,vall de bas,puigsacalm 1515m y puig dels llops 1486m desde joanetes,rutas circulares;ascensiones media montana;paisajes pintorescos,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"10,6 km",604.0,1.511,1.010m,7:40h,iglesia de sant roma,joanetes,https://www.rutaspirineos.org/rutas/puigsacalm-y-puig-dels-llops-desde-joanetes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-puigsacalm-y-puig-dels-llops-desde-joanetes_es.pdf,11/11/2025,10.6,604.0,1511.0,1010.0,,460.0,Notable,España,Cataluña,Gerona,Garrotxa,La comarca de Olot,Vall de Bas,Puigsacalm (1.515m) y Puig dels Llops (1.486m) desde Joanetes,Iglesia de Sant Romà,Joanetes,rutas circulares;ascensiones media montana;paisajes pintorescos
216,andorra,parroquia de andorra la vella,andorra la vella,,,,itinerario del rec del sola,paisajes pintorescos;familias y ninos,baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,4 km",1.08,1.122,50m,1:25h,final calle de les canals,andorra la vella,https://www.rutaspirineos.org/rutas/rec-del-sola-andorra-la-vella,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-rec-del-sola-andorra-la-vella_es.pdf,11/11/2025,4.4,1.08,1122.0,50.0,,85.0,Baja,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Itinerario del Rec del Solà,Final calle de Les Canals,Andorra la Vella,paisajes pintorescos;familias y ninos
217,espana,cataluna,gerona,el ripolles,valle de ribes y nuria,ribes de freser,por campelles y ribes de freser bajo la mirada del taga,rutas circulares;patrimonio historico;paisajes pintorescos,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"14,6 km",840.0,1.305,720m,4:00h,puente ribes de freser n260,ribes de freser,https://www.rutaspirineos.org/rutas/ribes-de-freser-campelles-sota-mirada-taga,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ribes-de-freser-campelles-sota-mirada-taga_es.pdf,11/11/2025,14.6,840.0,1305.0,720.0,,240.0,Notable,España,Cataluña,Gerona,El Ripollés,Valle de Ribes y Nuria,Ribes de Freser,Por Campelles y Ribes de Freser bajo la mirada del Taga,Puente Ribes de Freser (N-260),Ribes de Freser,rutas circulares;patrimonio historico;paisajes pintorescos
218,francia,languedocrosellon,pirineos orientales,capcir,puyvalador,,roc de madres 2469m desde odello,ascensiones alta montana;raquetas de nieve,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16 km,1.51,2.469,1.150m,5:25h,centro del pueblo odello de ral,odello de ral,https://www.rutaspirineos.org/rutas/roc-de-madres-desde-odello,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-roc-de-madres-desde-odello_es.pdf,11/11/2025,16.0,1.51,2469.0,1150.0,,325.0,Alta (F),Francia,Languedoc-Rosellón,Pirineos Orientales,Capcir,Puyvalador,,Roc de Madres (2.469m) desde Odelló,Centro del pueblo Odelló de Ral,Odelló de Ral,ascensiones alta montana;raquetas de nieve
219,espana,cataluna,lerida,solsones,port del comte,odencambrils,circular a la roca de canalda,paisajes pintorescos;familias y ninos;patrimonio historico;rutas circulares,baja,"Paseos cortos, con poco desnivel y sin dificultades.","6,8 km",1.184,1.405,240m,2:05h,canalda,canalda,https://www.rutaspirineos.org/rutas/roca-de-canalda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-roca-de-canalda_es.pdf,11/11/2025,6.8,1184.0,1405.0,240.0,,125.0,Baja,España,Cataluña,Lérida,Solsonés,Port del Comte,Odèn-Cambrils,Circular a la Roca de Canalda,Canalda,Canalda,paisajes pintorescos;familias y ninos;patrimonio historico;rutas circulares
220,espana,cataluna,gerona,alto ampurdan,las salinas y la albera,la vajol,ruta del exilio de la vajol,patrimonio historico;rutas circulares,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"12,7 km",511.0,720.0,464m,3:45h,aparcamiento la vajol,la vajol,https://www.rutaspirineos.org/rutas/ruta-de-exili-de-la-vajol-les-illes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-exili-de-la-vajol-les-illes_es.pdf,11/11/2025,12.7,511.0,720.0,464.0,,225.0,Media,España,Cataluña,Gerona,Alto Ampurdán,Las Salinas y la Albera,La Vajol,Ruta del Exilio de La Vajol,Aparcamiento La Vajol,La Vajol,patrimonio historico;rutas circulares
221,espana,cataluna,lerida,alta ribagorza,valle de barrabes lerida,senet de barrabes,ruta de la fauna de senet,familias y ninos;rutas circulares;flora y fauna,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"5,8 km",1.291,1.716,465m,2:00h,centro de informacion de senet,senet de barrabes,https://www.rutaspirineos.org/rutas/ruta-de-la-fauna-senet-alta-ribagorca,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-la-fauna-senet-alta-ribagorca_es.pdf,11/11/2025,5.8,1291.0,1716.0,465.0,,120.0,Media,España,Cataluña,Lérida,Alta Ribagorza,Valle de Barrabés (Lérida),Senet de Barrabés,Ruta de la fauna de Senet,Centro de Información de Senet,Senet de Barrabés,familias y ninos;rutas circulares;flora y fauna
222,espana,cataluna,lerida,alta ribagorza,valle de boi,boi,planell de aiguestortes y estany de la llebreta,paisajes pintorescos;familias y ninos;lagos;rios y cascadas;flora y fauna,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"14,6 km",1.38,1.83,500m,4:10h,palanca de la molina,boi,https://www.rutaspirineos.org/rutas/ruta-de-la-lludriga-llebreta-planell-aiguestortes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-la-lludriga-llebreta-planell-aiguestortes_es.pdf,11/11/2025,14.6,1.38,1.83,500.0,,250.0,Notable,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Planell de Aigüestortes y Estany de la Llebreta,Palanca de la Molina,Boí,paisajes pintorescos;familias y ninos;lagos;rios y cascadas;flora y fauna
223,espana,aragon,huesca,sobrarbe,valle de escuain,tellasin,ruta de las ermitas de tella,familias y ninos;patrimonio historico;rutas circulares,baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,3 km",1.339,1.396,80m,1:00h,iglesia de san martin de tella,tella,https://www.rutaspirineos.org/rutas/ruta-de-las-ermitas-tella-gargantas-escuain-ordesa,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-las-ermitas-tella-gargantas-escuain-ordesa_es.pdf,11/11/2025,2.3,1339.0,1396.0,80.0,,60.0,Baja,España,Aragón,Huesca,Sobrarbe,Valle de Escuaín,Tella-Sin,Ruta de las ermitas de Tella,Iglesia de San Martín de Tella,Tella,familias y ninos;patrimonio historico;rutas circulares
224,espana,cataluna,gerona,la selva,sierra de marina,lloret de mar,ruta de las ermitas de lloret de mar,patrimonio historico;rutas circulares;lagos;rios y cascadas,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,19 km,4.0,156.0,270m,5:00h,museo del mar,lloret de mar,https://www.rutaspirineos.org/rutas/ruta-de-les-ermites-lloret-de-mar,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-les-ermites-lloret-de-mar_es.pdf,11/11/2025,19.0,4.0,156.0,270.0,,300.0,Notable,España,Cataluña,Gerona,La Selva,Sierra de Marina,Lloret de Mar,Ruta de las ermitas de Lloret de Mar,Museo del Mar,Lloret de Mar,patrimonio historico;rutas circulares;lagos;rios y cascadas
225,espana,cataluna,lerida,pallars sobira,valle de siarb,soriguera,ruta de las fuentes de llagunes,familias y ninos;lagos;rios y cascadas;rutas circulares,baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,7 km",1.27,1.32,90m,0:45h,llagunes  refugio vall de siarb,llagunes,https://www.rutaspirineos.org/rutas/ruta-de-les-fonts-llagunes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-les-fonts-llagunes_es.pdf,11/11/2025,2.7,1.27,1.32,90.0,,45.0,Baja,España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,Ruta de las fuentes de Llagunes,Llagunes - Refugio Vall de Siarb,Llagunes,familias y ninos;lagos;rios y cascadas;rutas circulares
226,espana,cataluna,lerida,solsones,meseta del solsones,pinell de solsones,ruta de las mentiras en pinell de solsones,rutas circulares;patrimonio historico;familias y ninos,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"11,9 km",552.0,671.0,240m,2:45h,iglesia de sant miquel,pinell de solsones,https://www.rutaspirineos.org/rutas/ruta-de-les-mentides-pinell-de-solsones,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-les-mentides-pinell-de-solsones_es.pdf,11/11/2025,11.9,552.0,671.0,240.0,,165.0,Media,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Pinell de Solsonès,Ruta de las Mentiras en Pinell de Solsonès,Iglesia de Sant Miquel,Pinell de Solsonès,rutas circulares;patrimonio historico;familias y ninos
227,espana,cataluna,gerona,la selva,depresion de la selva,la cellera de ter,ruta de las canteras de la cellera de ter,rutas circulares;lagos;rios y cascadas;paisajes pintorescos,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,3 km",160.0,458.0,475m,2:40h,zona verde  carretera vieja,la cellera de ter,https://www.rutaspirineos.org/rutas/ruta-de-les-pedreres-sl-c9-cellera-de-ter,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-les-pedreres-sl-c9-cellera-de-ter_es.pdf,11/11/2025,9.3,160.0,458.0,475.0,,160.0,Media,España,Cataluña,Gerona,La Selva,Depresión de la Selva,La Cellera de Ter,Ruta de las canteras de la Cellera de Ter,Zona verde - carretera vieja,La Cellera de Ter,rutas circulares;lagos;rios y cascadas;paisajes pintorescos
228,espana,cataluna,gerona,la selva,depresion de la selva,amer,ruta voramera y via verde en amer,familias y ninos;lagos;rios y cascadas;rutas circulares,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,1 km",160.0,220.0,120m,2:15h,puente de santa brigida,amer,https://www.rutaspirineos.org/rutas/ruta-de-voramea-via-verda-carrilet-amer,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-voramea-via-verda-carrilet-amer_es.pdf,11/11/2025,9.1,160.0,220.0,120.0,,135.0,Media,España,Cataluña,Gerona,La Selva,Depresión de la Selva,Amer,Ruta Voramera y Vía Verde en Amer,Puente de Santa Brígida,Amer,familias y ninos;lagos;rios y cascadas;rutas circulares
229,andorra,parroquia de ordino,llorts,,,,ruta del hierro llortsla cortinada,familias y ninos;patrimonio historico,baja,"Paseos cortos, con poco desnivel y sin dificultades.","7,6 km",1.33,1.431,101m,2:10h,mina de llorts  la cortinada,llorts,https://www.rutaspirineos.org/rutas/ruta-del-ferro-a-ordino-llorts-la-cortinada,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-del-ferro-a-ordino-llorts-la-cortinada_es.pdf,11/11/2025,7.6,1.33,1431.0,101.0,,130.0,Baja,Andorra,Parroquia de Ordino,Llorts,,,,Ruta del Hierro (Llorts-La Cortinada),Mina de Llorts / La Cortinada,Llorts,familias y ninos;patrimonio historico
230,espana,cataluna,barcelona,bergueda,alto llobregat,baga,ruta del trencapinyes y mirador de els orris,familias y ninos;flora y fauna;rutas circulares,baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,5 km",1.797,1.915,130m,0:40h,parking ruta trencapinyes,baga,https://www.rutaspirineos.org/rutas/ruta-del-trencapinyes-al-mirador-dels-orris,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-del-trencapinyes-al-mirador-dels-orris_es.pdf,11/11/2025,2.5,1797.0,1915.0,130.0,,40.0,Baja,España,Cataluña,Barcelona,Berguedá,Alto Llobregat,Bagá,Ruta del Trencapinyes y mirador de Els Orris,Parking Ruta Trencapinyes,Bagá,familias y ninos;flora y fauna;rutas circulares
231,espana,cataluna,gerona,la selva,depresion de la selva,vidreres,ruta de los pantanos de llobet en vidreres,familias y ninos;lagos;rios y cascadas;rutas circulares,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,1 km",81.0,139.0,85m,2:15h,pabellon deportivo de vidreres,vidreres,https://www.rutaspirineos.org/rutas/ruta-dels-pantans-den-llobet-vidreres,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-dels-pantans-den-llobet-vidreres_es.pdf,11/11/2025,9.1,81.0,139.0,85.0,,135.0,Media,España,Cataluña,Gerona,La Selva,Depresión de la Selva,Vidreres,Ruta de los pantanos de Llobet en Vidreres,Pabellón deportivo de Vidreres,Vidreres,familias y ninos;lagos;rios y cascadas;rutas circulares
232,espana,cataluna,barcelona,bergueda,alto llobregat,vilada,por los alrededores de vilada en el bergueda,patrimonio historico;lagos;rios y cascadas;rutas circulares,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"14,8 km",629.0,1.038,670m,4:00h,parc dels gronxadors,vilada,https://www.rutaspirineos.org/rutas/ruta-pels-entorns-de-vilada-bergueda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-pels-entorns-de-vilada-bergueda_es.pdf,11/11/2025,14.8,629.0,1038.0,670.0,,240.0,Notable,España,Cataluña,Barcelona,Berguedá,Alto Llobregat,Vilada,Por los alrededores de Vilada en el Berguedá,Parc dels Gronxadors,Vilada,patrimonio historico;lagos;rios y cascadas;rutas circulares
233,espana,cataluna,lerida,pallars sobira,el valle de assua y el batlliu de sort,sort,la ermita de sant roma de estac,familias y ninos;patrimonio historico,baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,9 km",1.16,1.44,280m,1:50h,iglesia de sant marcal,estac,https://www.rutaspirineos.org/rutas/ruta-sant-roma-estac-pallars,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,11/11/2025,3.9,1.16,1.44,280.0,,110.0,Baja,España,Cataluña,Lérida,Pallars Sobirá,El Valle de Àssua y el Batlliu de Sort,Sort,La ermita de Sant Romà de Estac,Iglesia de Sant Marçal,Estac,familias y ninos;patrimonio historico
234,espana,cataluna,barcelona,bajo llobregat,sant llorenc del munt i lobac  el cairat,olesa de montserrat,subida a la ermita de sant salvador de les espases,patrimonio historico;familias y ninos,baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,3 km",98.0,413.0,+350 m / -350 m,1:45 h,camino de can tovella la puda,olesa de montserrat,https://www.rutaspirineos.org/rutas/ruta-sant-salvador-espases,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-sant-salvador-espases_es.pdf,11/11/2025,4.3,98.0,413.0,350.0,,105.0,Baja,España,Cataluña,Barcelona,Bajo Llobregat,Sant Llorenç del Munt i l'Obac - El Cairat,Olesa de Montserrat,Subida a la ermita de Sant Salvador de les Espases,Camino de Can Tovella (La Puda),Olesa de Montserrat,patrimonio historico;familias y ninos
235,espana,cataluna,barcelona,bajo llobregat,sant llorenc del munt i lobac  el cairat,rocafort y vilumara,ruta a las tinas del valle del flequer,rutas circulares;patrimonio historico;familias y ninos,baja,"Paseos cortos, con poco desnivel y sin dificultades.",6 km,265.0,345.0,+ 130 m / - 130 m,2:00 h,aparcamiento de ca noristrell,pont de vilomara,https://www.rutaspirineos.org/rutas/ruta-tines-valle-del-flequer,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-tines-valle-del-flequer_es.pdf,11/11/2025,6.0,265.0,345.0,130.0,,120.0,Baja,España,Cataluña,Barcelona,Bajo Llobregat,Sant Llorenç del Munt i l'Obac - El Cairat,Rocafort y Vilumara,Ruta a las Tinas del valle del Flequer,Aparcamiento de Ca n’Oristrell,Pont de Vilomara,rutas circulares;patrimonio historico;familias y ninos
236,espana,cataluna,barcelona,bergueda,alto llobregat,cercs,el tranvia de sangre,patrimonio historico;lagos;rios y cascadas,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"19,3 km",712.0,798.0,317m,5:50h,escuela de sant jordi de cercs,cercs,https://www.rutaspirineos.org/rutas/ruta-tramvia-de-sang-cercs-berga,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-tramvia-de-sang-cercs-berga_es.pdf,11/11/2025,19.3,712.0,798.0,317.0,,350.0,Notable,España,Cataluña,Barcelona,Berguedá,Alto Llobregat,Cercs,El tranvía de sangre,Escuela de Sant Jordi de Cercs,Cercs,patrimonio historico;lagos;rios y cascadas
237,espana,cataluna,lerida,pallars sobira,las valls daneu,esterri d aneu,descubriendo el valle de unarre,paisajes pintorescos;familias y ninos;patrimonio historico;rutas circulares,baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,9 km",1198.0,1.422,230m,1:30h,unarre,unarre,https://www.rutaspirineos.org/rutas/ruta-unarre-cerbi-auros,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-unarre-cerbi-auros_es.pdf,11/11/2025,3.9,1198.0,1422.0,230.0,,90.0,Baja,España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,Esterri d´Àneu,Descubriendo el valle de Unarre,Unarre,Unarre,paisajes pintorescos;familias y ninos;patrimonio historico;rutas circulares
238,espana,cataluna,gerona,garrotxa,la comarca de olot,vall de bas,salto de sallent desde el pla den xurri,lagos;rios y cascadas;rutas circulares,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"6,5 km",604.0,1.031,650m,2:45h,area de picnic pla den xurri,sant privat den bas,https://www.rutaspirineos.org/rutas/salt-de-sallent-desde-el-pla-den-xurri,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-salt-de-sallent-desde-el-pla-den-xurri_es.pdf,11/11/2025,6.5,604.0,1031.0,650.0,,165.0,Media,España,Cataluña,Gerona,Garrotxa,La comarca de Olot,Vall de Bas,Salto de Sallent desde el Pla d'en Xurri,Área de picnic Pla d'en Xurri,Sant Privat d'en Bas,lagos;rios y cascadas;rutas circulares
239,espana,cataluna,barcelona,moianes,el valle de marfa,castellcir,molino de brotons y salto de la tosca en el valle de marfa,patrimonio historico;rutas circulares;lagos;rios y cascadas,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,10 km,535.0,655.0,+275 m / -275 m,3:40 h,puente de la fabrega,castelltercol,https://www.rutaspirineos.org/rutas/salt-moli-de-brotons-vall-marfa,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-salt-moli-de-brotons-vall-marfa_es.pdf,11/11/2025,10.0,535.0,655.0,275.0,,220.0,Media,España,Cataluña,Barcelona,Moianès,El valle de Marfà,Castellcir,Molino de Brotons y salto de la Tosca en el valle de Marfà,Puente de la Fàbrega,Castellterçol,patrimonio historico;rutas circulares;lagos;rios y cascadas
240,espana,cataluna,barcelona,bergueda,bajo bergueda,la quar,ruta circular por la quar del bergueda,rutas circulares;patrimonio historico,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,1 km",1.117,764.0,750m,4:10h,sant maurici de la quar,la quar,https://www.rutaspirineos.org/rutas/sant-maurici-la-quar-la-portella-bergueda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,11/11/2025,15.1,1117.0,764.0,750.0,,250.0,Notable,España,Cataluña,Barcelona,Berguedá,Bajo Berguedá,La Quar,Ruta circular por la Quar del Berguedá,Sant Maurici de la Quar,La Quar,rutas circulares;patrimonio historico
241,espana,cataluna,gerona,el ripolles,bajo ripolles y montgrony,gombren,camino antiguo del santuario de montgrony desde gombren,familias y ninos;patrimonio historico,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"6,2 km",909.0,1.403,500m,2:50h,plaza del roser gombren,gombren,https://www.rutaspirineos.org/rutas/santuari-de-montgrony-gombren-ripolles,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-santuari-de-montgrony-gombren-ripolles_es.pdf,11/11/2025,6.2,909.0,1403.0,500.0,,170.0,Media,España,Cataluña,Gerona,El Ripollés,Bajo Ripollés y Montgrony,Gombrèn,Camino antiguo del santuario de Montgrony desde Gombrèn,Plaza del Roser (Gombrèn),Gombrèn,familias y ninos;patrimonio historico
242,espana,cataluna,lerida,solsones,meseta del solsones,riner,del santuario del miracle a la alzina,familias y ninos;patrimonio historico,baja,"Paseos cortos, con poco desnivel y sin dificultades.","7,6 km",722.0,834.0,275m,2:05h,santuario del miracle,su,https://www.rutaspirineos.org/rutas/santuari-del-miracle-alzina-gr-7,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-santuari-del-miracle-alzina-gr-7_es.pdf,11/11/2025,7.6,722.0,834.0,275.0,,125.0,Baja,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Riner,Del santuario del Miracle a la Alzina,Santuario del Miracle,Su,familias y ninos;patrimonio historico
243,espana,cataluna,lerida,val daran,naut aran,salardu,montgarri un santuario entre el aran y el pallars,paisajes pintorescos;familias y ninos;patrimonio historico;rutas circulares,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"10,6 km",1.653,1.845,205m,2:20h,pla de beret,salardu,https://www.rutaspirineos.org/rutas/santuario-de-montgarri-desde-el-plan-de-beret,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-santuario-de-montgarri-desde-el-plan-de-beret_es.pdf,11/11/2025,10.6,1653.0,1845.0,205.0,,140.0,Media,España,Cataluña,Lérida,Val d'Aran,Naut Aran,Salardú,"Montgarri, un santuario entre el Aran y el Pallars",Pla de Beret,Salardú,paisajes pintorescos;familias y ninos;patrimonio historico;rutas circulares
244,espana,cataluna,barcelona,bergueda,bajo bergueda,berga,santuario de queralt desde berga,familias y ninos;patrimonio historico;rutas circulares,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"5,5 km",730.0,1.156,426m,2:20h,plaza de sant francesc  berga,berga,https://www.rutaspirineos.org/rutas/santuario-de-queralt-desde-berga,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-santuario-de-queralt-desde-berga_es.pdf,11/11/2025,5.5,730.0,1156.0,426.0,,140.0,Media,España,Cataluña,Barcelona,Berguedá,Bajo Berguedá,Berga,Santuario de Queralt desde Berga,Plaza de Sant Francesc - Berga,Berga,familias y ninos;patrimonio historico;rutas circulares
245,espana,cataluna,lerida,val daran,vielhamijaran,arros,saut deth pish en el valle de varrados,lagos;rios y cascadas;paisajes pintorescos;familias y ninos,baja,"Paseos cortos, con poco desnivel y sin dificultades.","1,2 km",1.556,1.612,90m,0:45h,plan des artiguetes,arros,https://www.rutaspirineos.org/rutas/saut-deth-pish,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-saut-deth-pish_es.pdf,11/11/2025,1.2,1556.0,1612.0,90.0,,45.0,Baja,España,Cataluña,Lérida,Val d'Aran,Vielha-Mijaran,Arròs,Saut deth Pish en el valle de Varradós,Plan des Artiguetes,Arrós,lagos;rios y cascadas;paisajes pintorescos;familias y ninos
246,espana,aragon,huesca,sobrarbe,valle de pineta,bielsa,sendero accesible del cornato en valle de pineta,movilidad reducida,,,,,,,,,,https://www.rutaspirineos.org/rutas/senda-adaptada-de-cornato-pineta,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-senda-adaptada-de-cornato-pineta_es.pdf,11/11/2025,,,,,,,,España,Aragón,Huesca,Sobrarbe,Valle de Pineta,Bielsa,Sendero accesible del Cornato en valle de Pineta,,,movilidad reducida
