route_id,pdf_path,table_idx,punto_de_paso,tiempo,altura,latitud,longitud
227,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-de-les-pedreres-sl-c9-cellera-de-ter_es.pdf,2,Cantera de la Palomera,1:35h,412m,41.971741º,2.602361º,
227,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-de-les-pedreres-sl-c9-cellera-de-ter_es.pdf,2,Collado del Turó de la Palomera,1:45h,378m,41.972966º,2.602315º,
227,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-de-les-pedreres-sl-c9-cellera-de-ter_es.pdf,2,Cantera de Colldegria,1:55h,305m,41.976552º,2.606232º,
227,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-de-les-pedreres-sl-c9-cellera-de-ter_es.pdf,2,Cuevas del Pasteral,2:15h,197m,41.982228º,2.605881º,
227,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-de-les-pedreres-sl-c9-cellera-de-ter_es.pdf,2,Zona verde,2:40h,174m,41.974466º,2.619321º,
228,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-de-voramea-via-verda-carrilet-amer_es.pdf,2,Puente de Santa Brígida,0:00h,186m,42.014404º,2.601560º,
228,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-de-voramea-via-verda-carrilet-amer_es.pdf,2,Paso de los Fusos,0:15h,177m,42.008752º,2.608116º,
228,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-de-voramea-via-verda-carrilet-amer_es.pdf,2,Conﬂ uencia ríos Brugent y Ter,1:00h,160m,41.988221º,2.614982º,
228,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-de-voramea-via-verda-carrilet-amer_es.pdf,2,Vía Verde del Carrilet,1:15h,178m,41.986881º,2.604361º,
228,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-de-voramea-via-verda-carrilet-amer_es.pdf,2,Puente de Santa Brígida,2:15h,186m,42.014404º,2.601560º,
229,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-del-ferro-a-ordino-llorts-la-cortinada_es.pdf,3,Mina de Llorts,0:00h,N 42.5999370º,E 1.5325900º,1.431m,
229,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-del-ferro-a-ordino-llorts-la-cortinada_es.pdf,3,Puente de Les Moles,0:09h,N 42.5958493º,E 1.5283520º,1.420m,
229,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-del-ferro-a-ordino-llorts-la-cortinada_es.pdf,3,Esculturas Hombres de Hierro,0:10h,N 42.5950235º,E 1.5283427º,1.425m,
229,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-del-ferro-a-ordino-llorts-la-cortinada_es.pdf,3,"4 5
        Puente del Vilaró",0:20h,N 42.5933390º,E 1.5270020º,1.397m,
229,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-del-ferro-a-ordino-llorts-la-cortinada_es.pdf,3,Puente de Arans,0:45h,N 42.5822330º,E 1.5207290º,1.360m,
229,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-del-ferro-a-ordino-llorts-la-cortinada_es.pdf,3,Sant Martí de La Cortinada,1:00h,N 42.5767530º,E 1.5178430º,1.330m,
229,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-del-ferro-a-ordino-llorts-la-cortinada_es.pdf,3,Mina de Llorts,2:10h,N 42.5999370º,E 1.5325900º,1.431m,
230,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-del-trencapinyes-al-mirador-dels-orris_es.pdf,2,Aparcamiento Ruta del Trencapinyes,0:00h,N 42.2913540º,E 1.8867030º,1.797m,
230,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-del-trencapinyes-al-mirador-dels-orris_es.pdf,2,Inicio pasarela adaptada,0:15h,N 42.2979780º,E 1.8937780º,1.882m,
230,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-del-trencapinyes-al-mirador-dels-orris_es.pdf,2,3,,,,,
230,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-del-trencapinyes-al-mirador-dels-orris_es.pdf,2,Mirador de Els Orris,0:18h,N 42.2987110º,E 1.8931640º,1.887m,
230,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-del-trencapinyes-al-mirador-dels-orris_es.pdf,2,Giro sendero que sale a la derecha,0:25h,N 42.2961800º,E 1.8944140º,1.915m,
230,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-del-trencapinyes-al-mirador-dels-orris_es.pdf,2,Aparcamiento Ruta del Trencapinyes,0:40h,N 42.2913540º,E 1.8867030º,1.797m,
231,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-dels-pantans-den-llobet-vidreres_es.pdf,2,Polideportivo de Vidreres,0:00h,81m,41.787225º,2.776376º,
231,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-dels-pantans-den-llobet-vidreres_es.pdf,2,Centro Hípico de Vidreres,0:35h,96m,41.784577º,2.798960º,
231,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-dels-pantans-den-llobet-vidreres_es.pdf,2,Desvío de la izquierda,0:55h,139m,41.781969º,2.812436º,
231,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-dels-pantans-den-llobet-vidreres_es.pdf,2,Primer pantano d’en Llobet,1:00h,119m,41.784713º,2.811384º,
231,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-dels-pantans-den-llobet-vidreres_es.pdf,2,Torre de Llobet,1:10h,114m,41.787409º,2.807972º,
231,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-dels-pantans-den-llobet-vidreres_es.pdf,2,Polideportivo de Vidreres,2:15h,81m,41.787225º,2.776376º,
232,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-pels-entorns-de-vilada-bergueda_es.pdf,1,Parc dels Gronxadors de Vilada,0:00h,725m,42.136732º,1.929900º,
232,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-pels-entorns-de-vilada-bergueda_es.pdf,1,Llano de las Collades,0:15h,804m,42.142325º,1.928506º,
232,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-pels-entorns-de-vilada-bergueda_es.pdf,1,Cruz de Roset,0:25h,901m,42.147024º,1.924744º,
232,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-pels-entorns-de-vilada-bergueda_es.pdf,1,Castillo de Roset,1:05h,1.024m,42.148323º,1.914401º,
232,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-pels-entorns-de-vilada-bergueda_es.pdf,1,Enlace con el GR 241,1:35h,888m,42.140534º,1.905728º,
232,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-pels-entorns-de-vilada-bergueda_es.pdf,1,Dejamos el GR 241,2:00h,900m,42.136720º,1.891024º,
232,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-pels-entorns-de-vilada-bergueda_es.pdf,1,Collado del Molí,2:35h,680m,42.130756º,1.894389º,
232,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-pels-entorns-de-vilada-bergueda_es.pdf,1,Masía la Sala,2:25h,720m,42.132794º,1.902747º,
232,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-pels-entorns-de-vilada-bergueda_es.pdf,1,Molí del Cavaller,3:35h,630m,42.127925º,1.915664º,
232,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-pels-entorns-de-vilada-bergueda_es.pdf,1,1     Campos de Vilarrassa,3:50h,700m,42.131437º,1.922054º,
232,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-pels-entorns-de-vilada-bergueda_es.pdf,1,Parc dels Gronxadors de Vilada,4:00h,725m,42.136732º,1.929900º,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,2,,,,el  pueblo  de  Estac.  Comenzamos  la  ruta  en  dirección  a  la  iglesia  y  las  calles  que  suben  hacia  la,,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,2,,,,parte  alta  de  Estac.  Una  barandilla  junto  a  un  lavadero  nos  indica  el  principio  del  camino  de  Sant,,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,2,,,,"Romà. Hacemos un primer tramo de subida por el camino viejo, continuamos por una pista cómoda y",,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,2,,,,finalmente abordamos otro tramo de camino empedrado hasta la ermita de Sant Romà.,,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,2,,,,"Esta ruta transcurre por el sur del Pallars Sobirà, dentro del término municipal de Soriguera. Caminamos",,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,2,,,,"por un terreno formado hace 250 millones de años, época de clima semi-árido en esta zona y en la que",,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,2,,,,"se fueron depositando materiales conglomerados, arcillas, areniscas y limos. Algunos de estos materiales",,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,2,“Vall Fosca - Montsent de Pallars. 1:25.000” propiedad de la Editorial Alpina.,,,,,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,2,,,,"quedaron por encima del nivel freático y, al entrar en contacto con el oxígeno, se oxidaron y adquirieron",,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,2,,,,"un color roi (que es como se llama el color rojo en el Pallars), una tonalidad muy característica en varias",,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,2,itinerario,sentido de la ruta,inicio / final,,,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,2,,,,zonas de esta franja pirenaica.,,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,3,Punto de paso,Tiempo,Altura,Latitud,Longitud,¿SABÍAS QUE...
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,3,Estac,0:00h,1.160m,42.380997º,1.076374º,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,3,,,,,,Uno de los personajes históricos de Estac fue Catalina Picona? Era una vecina de Estac que el 3 de
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,3,Pista,0:20h,1.235m,42.383488º,1.074635º,"febrero de 1534 fue juzgada por el entonces varón, Francesc Sorita, por el crimen de brujería. Para que"
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,3,,,,,,"este juicio se celebrara y acabara con condena, los vasallos de Estac renunciaron durante todo un"
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,3,Cruce de cuatro caminos,0:40h,1.345m,42.387812º,1.071666º,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,3,,,,,,"año a sus libertades, inmunidades, excepciones y privilegios, sometiéndose únicamente al varón. En"
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,3,Cruzamos la pista,0:55h,1.380m,42.388605º,1.068043º,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,3,,,,,,aquella época era habitual que los ciudadanos renunciaran temporalmente a sus derechos a cambio
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,3,,,,,,de un castigo ejemplar para la persona que denunciaban.
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,3,Ermita de Sant Romà,1:05h,1.440m,42.390802º,1.069329º,
233,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,3,Estac,1:55h,1.160m,42.380997º,1.076374º,
236,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-tramvia-de-sang-cercs-berga_es.pdf,1,Escuela de Sant Jordi de Cercs,0:00h,754m,42.150051º,1.856755º,
236,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-tramvia-de-sang-cercs-berga_es.pdf,1,Carretera de la Casanova de les Garrigues,0:30h,773m,42.145692º,1.850230º,
236,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-tramvia-de-sang-cercs-berga_es.pdf,1,Túnel de Cercs,1:15h,746m,42.136038º,1.863166º,
236,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-tramvia-de-sang-cercs-berga_es.pdf,1,Portezuela a la izquierda,1:45h,796m,42.125864º,1.857054º,
236,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-tramvia-de-sang-cercs-berga_es.pdf,1,Collado de Santa Magdalena,2:45h,767m,42.107556º,1.850541º,
236,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-tramvia-de-sang-cercs-berga_es.pdf,1,Plaza de Sant Pere,2:50h,712m,42.104373º,1.846199º,
236,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-tramvia-de-sang-cercs-berga_es.pdf,1,Escuela de Sant Jordi de Cercs,5:40h,754m,42.150051º,1.856755º,
237,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-unarre-cerbi-auros_es.pdf,1,Unarre,0:00h,1.198m,42.633434º,1.149275º,
237,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-unarre-cerbi-auros_es.pdf,1,Iglesia de Sant Julià y “comunidor” de Unarre,0:05h,1.216m,42.633916º,1.149454º,
237,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-unarre-cerbi-auros_es.pdf,1,Iglesia de Sant Serni de Cerbi,0:50h,1.421m,42.647023º,1.149234º,
237,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-unarre-cerbi-auros_es.pdf,1,Río de Unarre,1:00h,1.385m,42.646687º,1.152053º,
237,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-unarre-cerbi-auros_es.pdf,1,5,,,,,
237,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-unarre-cerbi-auros_es.pdf,1,Sant Pere y Sant Joan de Aurós,1:20h,1.273m,42.638351º,1.151838º,
237,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-unarre-cerbi-auros_es.pdf,1,1,,,,,
237,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-ruta-unarre-cerbi-auros_es.pdf,1,Unarre,1:30h,1.198m,42.633434º,1.149275º,
238,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-salt-de-sallent-desde-el-pla-den-xurri_es.pdf,3,Área de picnic del Pla d’en Xurri,0:00h,604m,42.1457590º,2.3954970º,
238,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-salt-de-sallent-desde-el-pla-den-xurri_es.pdf,3,Camino de los Matxos,0:05h,633m,42.1442730º,2.3937380º,
238,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-salt-de-sallent-desde-el-pla-den-xurri_es.pdf,3,Tomamos camino izquierda,0:27h,751m,42.1407490º,2.3928130º,
238,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-salt-de-sallent-desde-el-pla-den-xurri_es.pdf,3,Intersección camino Joanetes,1:12h,1.031m,42.1376170º,2.3806560º,
238,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-salt-de-sallent-desde-el-pla-den-xurri_es.pdf,3,Desvío del mirador,1:20h,1.020m,42.1400250º,2.3765300º,
238,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-salt-de-sallent-desde-el-pla-den-xurri_es.pdf,3,Mirador del Salto  de Sallent,1:22h,1.002m,42.1406990º,2.3760790º,
238,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-salt-de-sallent-desde-el-pla-den-xurri_es.pdf,3,Cascada del Salto de Sallent,1:25h,999m,42.1413800º,2.3753220º,
238,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-salt-de-sallent-desde-el-pla-den-xurri_es.pdf,3,Intersección y puerta metálica,1:32h,1.029m,42.1436090º,2.3770690º,
238,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-salt-de-sallent-desde-el-pla-den-xurri_es.pdf,3,Arroyo de Sallent,2:00h,841m,42.1417610º,2.3775050º,
238,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-salt-de-sallent-desde-el-pla-den-xurri_es.pdf,3,1     Área de picnic del Pla d’en Xurri,2:45h,604m,42.1457590º,2.3954970º,
240,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,2,Sant Maurici de la Quar,0:00h,860m,42.0807900º,1.9616430º,
240,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,2,Collado de la Creu de Jovell,1:00h,945m,42.1022370º,1.9722790º,
240,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,2,Santuario de la Quar,1:15h,1.062m,42.1056650º,1.9734240º,
240,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,2,4,,,,,
240,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,2,Pla de la Quar,1:40h,890m,42.1053470º,1.9806470º,
240,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,2,Collado de Gavatx,2:00h,962m,42.1104463º,1.9710023º,
240,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,2,Sendero a la derecha,2:07h,920m,42.1079630º,1.9670290º,
240,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,2,Font de l’Abat,2:30h,790m,42.1057405º,1.9553352º,
240,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,2,8   Monasterio de la Portella,2:40h,800m,42.1037790º,1.9506710º,
240,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,2,8   Sant Isidre de la Quar,3:40h,1.117m,42.0904620º,1.9612970º,
240,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,2,1,,,,,
240,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,2,Sant Maurici de la Quar,4:10h,860m,42.0807900º,1.9616430º,
241,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuari-de-montgrony-gombren-ripolles_es.pdf,2,Plaza del Roser - Gombrèn,0:00h,909m,42.2482274º,2.0910341º,
241,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuari-de-montgrony-gombren-ripolles_es.pdf,2,Oratorio de Sant Francesc,0:15h,959m,42.2537653º,2.0906701º,
241,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuari-de-montgrony-gombren-ripolles_es.pdf,2,Santuario Mare de Déu de Montgrony,1:25h,1.353m,42.2658063º,2.0859696º,
241,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuari-de-montgrony-gombren-ripolles_es.pdf,2,4,,,,,
241,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuari-de-montgrony-gombren-ripolles_es.pdf,2,Iglesia Sant Pere de Montgrony,1:35h,1.403m,42.2662644º,2.0856320º,
241,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuari-de-montgrony-gombren-ripolles_es.pdf,2,Plaza del Roser - Gombrèn,2:50h,909m,42.2482274º,2.0910341º,
242,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuari-del-miracle-alzina-gr-7_es.pdf,2,Santuario del Miracle,0:00h,833m,41.914477º,1.523509º,
242,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuari-del-miracle-alzina-gr-7_es.pdf,2,Fuente del Bisbe,0:15h,778m,41.915783º,1.520068º,
242,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuari-del-miracle-alzina-gr-7_es.pdf,2,Masía de L’Estany,0:25h,770m,41.920201º,1.519591º,
242,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuari-del-miracle-alzina-gr-7_es.pdf,2,Carretera,0:45h,803m,41.929239º,1.512784º,
242,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-santuari-del-miracle-alzina-gr-7_es.pdf,2,Embalse de la Alzina,1:05h,745m,41.937599º,1.510225º,
